Handle,Title,Description(HTML),Description(text),OriginalPrice,DiscountedPrice,ProductURL,Image Src,Image Position
ORIENT東方运动系列 潜水機械手錶男士RN-AA0006B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3653b05b800019dd45d/2000x.jpg,3
ORIENT東方运动系列 潜水機械手錶男士RN-AA0006B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3683b05b800019dd471/2000x.jpg,4
ORIENT STAR 東方之星自動机械男士手錶 运动型系列 RK-AU0206B,ORIENT STAR 東方之星自動机械男士手錶 运动型系列 RK-AU0206B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>型號：RK-AU0206B <br/>
</div>
<div>發行年份：2019 <br/>
</div>
<div>錶殼形狀：圓形<br/>
</div>
<div>擋風玻璃材料：藍寶石玻璃<br/>
</div>
<div>顯示類型：模擬顯示<br/>
</div>
<div>表扣：帶扣<br/>
</div>
<div>錶殼材料：不銹鋼<br/>
</div>
<div>情況直徑/寬度：41mm <br/>
</div>
<div>錶殼厚度：12.1毫米<br/>
</div>
<div>錶帶材質/類型：皮帶類型<br/>
</div>
<div>帶寬：21mm <br/>
</div>
<div>樂隊顏色：米色<br/>
</div>
<div>錶盤顏色：灰色<br/>
</div>
<div>日曆功能：日期顯示<br/>
</div>
<div>其他功能：夜燈索引<br/>
</div>
<div>體重：86g <br/>
</div>
<div>機芯：日本自動上鍊<br/>
</div>
</div>",產品規格型號：RK-AU0206B發行年份：2019錶殼形狀：圓形擋風玻璃材料：藍寶石玻璃顯示類型：模擬顯示表扣：帶扣錶殼材料：不銹鋼情況直徑/寬度：41mm錶殼厚度：12.1毫米錶帶材質/類型：皮帶類型帶寬：21mm樂隊顏色：米色錶盤顏色：灰色日曆功能：日期顯示其他功能：夜燈索引體重：86g機芯：日本自動上鍊,"HK$6,435.00","HK$4,830.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b961d,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3603b05b800019dd44c/2000x.jpg,1
ORIENT STAR 東方之星自動机械男士手錶 运动型系列 RK-AU0206B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3623b05b800019dd453/2000x.jpg,2
ORIENT STAR 東方之星自動机械男士手錶 运动型系列 RK-AU0206B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3643b05b800019dd45a/2000x.jpg,3
ORIENT STAR 東方之星自動机械男士手錶 运动型系列 RK-AU0206B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3663b05b800019dd45e/2000x.jpg,4
東方錶 - Orient Mako III Water Resistant 系列 潛水錶 RA-AA0001B19B,東方錶 - Orient Mako III Water Resistant 系列 潛水錶 RA-AA0001B19B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>詳細介紹<br/></p>
<div>機芯：日本F6922機芯<br/>
</div>
<div><br/></div>
<div>錶殼尺寸：直徑41.8mm<br/>
</div>
<div>鏡面材質：藍寶石抗磨損鏡面<br/>
</div>
<div>錶面顏色：黑色<br/>
</div>
<div>錶殼材質：精鋼材質<br/>
</div>
<div>錶帶材質：精鋼材質<br/>
</div>
<div>防水：20 ATM<br/>
</div>
<div>配件：附原廠錶盒，原廠保證書<br/>
</div>
</div>",詳細介紹機芯：日本F6922機芯錶殼尺寸：直徑41.8mm鏡面材質：藍寶石抗磨損鏡面錶面顏色：黑色錶殼材質：精鋼材質錶帶材質：精鋼材質防水：20 ATM配件：附原廠錶盒，原廠保證書,"HK$3,850.00","HK$1,990.00",https://www.citiwide-online.com/products/605c06c94c8ec40001b14112,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cb6bb5c50001cbef19/2000x.jpg,1
東方錶 - Orient Mako III Water Resistant 系列 潛水錶 RA-AA0001B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cd6bb5c50001cbef1a/2000x.jpg,2
東方錶 - Orient Mako III Water Resistant 系列 潛水錶 RA-AA0001B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cf6bb5c50001cbef1b/2000x.jpg,3
東方錶 - Orient Mako III Water Resistant 系列 潛水錶 RA-AA0001B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06d06bb5c50001cbef1c/2000x.jpg,4
Orient東方 200米潛水系列自動機械手錶RA-EL0001B00D,Orient東方 200米潛水系列自動機械手錶RA-EL0001B00D,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>耐水性：200 m（20 ATM）<br/>
</div>
<div>功能：防水，日期指示器，動力儲備指示器<br/>
</div>
<div>型號：RA-EL0001B00D <br/>
</div>
<div>部門：男士<br/>
</div>
<div>錶盤顏色：黑色<br/>
</div>
<div>錶殼顏色：銀色<br/>
</div>
<div>錶帶顏色：銀色<br/>
</div>
<div>錶殼材料：不銹鋼<br/>
</div>
<div>顯示：模擬<br/>
</div>
<div>機芯：機械（自動）<br/>
</div>
<div>品牌：東方<br/>
</div>
<div>錶帶材質：不銹鋼<br/>
</div>
<div>類型：手錶<br/>
</div>
</div>",產品規格耐水性：200 m（20 ATM）功能：防水，日期指示器，動力儲備指示器型號：RA-EL0001B00D部門：男士錶盤顏色：黑色錶殼顏色：銀色錶帶顏色：銀色錶殼材料：不銹鋼顯示：模擬機芯：機械（自動）品牌：東方錶帶材質：不銹鋼類型：手錶,"HK$5,180.00","HK$3,100.00",https://www.citiwide-online.com/products/601b7631c924490001208506,https://shoplineimg.com/5d02035403a5360001dbbef8/601b7633f5b2270001ea7a4b/2000x.jpg,1
Orient東方 200米潛水系列自動機械手錶RA-EL0001B00D,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/601b7634f5b2270001ea7a5c/2000x.jpg,2
Orient東方 200米潛水系列自動機械手錶RA-EL0001B00D,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/601b7636f5b2270001ea7a5f/2000x.jpg,3
Orient 自動機械帆布潛水錶手錶 RA-AC0K04E1B,Orient 自動機械帆布潛水錶手錶 RA-AC0K04E1B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>ORIENT 東方潛水機械錶<br/></p>
<div><br/></div>
<div>▼ 詳細規格 ▼<br/>
</div>
<div><br/></div>
<div>型號 - RA-AC0K04E <br/>
</div>
<div><br/></div>
<div>機芯 - 日本機械機芯F6722<br/>
</div>
<div><br/></div>
<div>錶殼尺寸 - 直徑 43.4mm<br/>
</div>
<div><br/></div>
<div>鏡面材質 - 藍寶石水晶玻璃鏡面<br/>
</div>
<div><br/></div>
<div>錶殼材質 - 精鋼材質<br/>
</div>
<div><br/></div>
<div>錶帶材質 - 帆布尼龍錶帶<br/>
</div>
<div><br/></div>
<div>防水 - 20 ATM<br/>
</div>
<div><br/></div>
<div>配件 - 附原廠錶盒，原廠保證書，保固2年(外觀恕不在保固範圍內)<br/>
</div>
<div><br/></div>
<div>自動上鍊 + 手上鍊<br/>
</div>
<div><br/></div>
<div>日期顯示<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>▼手錶附件▼<br/>
</div>
<div><br/></div>
<div>原廠錶盒<br/>
</div>
<div><br/></div>
<div>原廠保證書</div>
</div>",ORIENT 東方潛水機械錶▼ 詳細規格 ▼型號 - RA-AC0K04E機芯 - 日本機械機芯F6722錶殼尺寸 - 直徑 43.4mm鏡面材質 - 藍寶石水晶玻璃鏡面錶殼材質 - 精鋼材質錶帶材質 - 帆布尼龍錶帶防水 - 20 ATM配件 - 附原廠錶盒，原廠保證書，保固2年(外觀恕不在保固範圍內)自動上鍊 + 手上鍊日期顯示▼手錶附件▼原廠錶盒原廠保證書,"HK$4,598.00","HK$2,490.00",https://www.citiwide-online.com/products/5fa8d6c34ab0420001745bac,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c50ce05400016575af/2000x.jpg,1
Orient 自動機械帆布潛水錶手錶 RA-AC0K04E1B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c80ce05400016575b3/2000x.jpg,2
Orient 自動機械帆布潛水錶手錶 RA-AC0K04E1B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6ca0ce05400016575b6/2000x.jpg,3
Orient 日月星辰自動機械手錶 RN-AK0305S,Orient 日月星辰自動機械手錶 RN-AK0305S,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>手錶規格說明<br/></p>
<div>型號    RA-AK0305S<br/>
</div>
<div>機芯    日本機械機芯F6B24<br/>
</div>
<div>錶殼尺寸    直徑41.5 mm<br/>
</div>
<div>鏡面材質    藍寶石抗磨損錶鏡<br/>
</div>
<div>錶面顏色    白色 <br/>
</div>
<div>錶殼材質    精鋼材質<br/>
</div>
<div>錶帶材質     皮革材質<br/>
</div>
<div>防水     5 ATM<br/>
</div>
<div>配件    附原廠錶盒，原廠保證書<br/>
</div>
<div> <br/>
</div>
<div>日月相功能<br/>
</div>
<div>手/自動上鍊<br/>
</div>
<div>精鋼實心材質日本原裝<br/>
</div>
<div>藍寶石抗磨損錶鏡<br/>
</div>
<div>鏤空錶背，可透視機芯律動<br/>
</div>
<div>5 ATM防水功能<br/>
</div>
<div>星期顯示<br/>
</div>
<div>日期顯示</div>
</div>",手錶規格說明型號    RA-AK0305S機芯    日本機械機芯F6B24錶殼尺寸    直徑41.5 mm鏡面材質    藍寶石抗磨損錶鏡錶面顏色    白色錶殼材質    精鋼材質錶帶材質     皮革材質防水     5 ATM配件    附原廠錶盒，原廠保證書日月相功能手/自動上鍊精鋼實心材質日本原裝藍寶石抗磨損錶鏡鏤空錶背，可透視機芯律動5 ATM防水功能星期顯示日期顯示,"HK$2,990.00","HK$2,180.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a6c,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e555d4ed00015b265d/2000x.jpg,1
Orient 日月星辰自動機械手錶 RN-AK0305S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e855d4ed00015b2663/2000x.jpg,2
Orient 日月星辰自動機械手錶 RN-AK0305S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6eb55d4ed00015b266a/2000x.jpg,3
Orient Altair Three Star 自動機械手錶 RA-AK0508S10B,Orient Altair Three Star 自動機械手錶 RA-AK0508S10B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼<br/></p>
<div>皮錶帶<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6B22<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>22珠寶<br/>
</div>
<div>白色錶盤<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>12/24小時顯示<br/>
</div>
<div>拉/推冠<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>扣表扣<br/>
</div>
<div>30M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：39mm<br/>
</div>
<div>近似錶殼厚度：11mm</div>
</div>",不銹鋼錶殼皮錶帶自動機芯口徑：F6B22礦物水晶22珠寶白色錶盤模擬顯示日期和日期顯示12/24小時顯示拉/推冠堅固的底蓋扣表扣30M防水近似錶殼直徑：39mm近似錶殼厚度：11mm,"HK$2,098.00","HK$1,050.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa83,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fda04ef3000191ee88/2000x.png,1
Orient Altair Three Star 自動機械手錶 RA-AK0508S10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f100a04ef3000191ee8e/2000x.jpg,2
Orient Altair Three Star 自動機械手錶 RA-AK0508S10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f104a04ef3000191ee91/2000x.jpg,3
Orient Sport Series II 布帶款 機械自動錶  RN-AK0403N,Orient Sport Series II 布帶款 機械自動錶  RN-AK0403N,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 Orient<br/></p>
<div>機芯 自動<br/>
</div>
<div>機芯 F6B22<br/>
</div>
<div>錶殼材質 不銹鋼<br/>
</div>
<div>外殼形狀 圓形<br/>
</div>
<div>錶殼大小 42.4<br/>
</div>
<div>錶殼的厚度 12.2<br/>
</div>
<div>錶面類型 無數字<br/>
</div>
<div>錶盤顏色 黑色<br/>
</div>
<div>錶帶材質 布帶<br/>
</div>
<div>錶帶顏色 綠色<br/>
</div>
<div>耐水 100M<br/>
</div>
<div>錶面:礦物玻璃<br/>
</div>
<div>功能發光指針，發光標記，日期，日期，防磁</div>
</div>",品牌 Orient機芯 自動機芯 F6B22錶殼材質 不銹鋼外殼形狀 圓形錶殼大小 42.4錶殼的厚度 12.2錶面類型 無數字錶盤顏色 黑色錶帶材質 布帶錶帶顏色 綠色耐水 100M錶面:礦物玻璃功能發光指針，發光標記，日期，日期，防磁,"HK$2,598.00","HK$1,690.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a6f,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e52cc3760001d9cff8/2000x.jpg,1
Orient Sport Series II 布帶款 機械自動錶  RN-AK0403N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e62cc3760001d9cffd/2000x.jpg,2
Orient Sport Series II 布帶款 機械自動錶  RN-AK0403N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e82cc3760001d9d000/2000x.jpg,3
Orient TriStar 自動機械手錶 RA-AB0E08L19B,Orient TriStar 自動機械手錶 RA-AB0E08L19B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>規格：<br/></p>
<div><br/></div>
<div>東方Deneb TriStar系列<br/>
</div>
<div>＃RA-AB0E08L19B<br/>
</div>
<div>不銹鋼錶殼和錶帶<br/>
</div>
<div>藍色圓形錶盤<br/>
</div>
<div>30m防水<br/>
</div>
<div>動力儲存約40小時<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>自動機芯<br/>
</div>
<div>機芯F4902<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>折疊式表扣<br/>
</div>
<div>大約 錶殼直徑：39mm（無表冠）<br/>
</div>
<div>大約 錶殼的厚度：11.2毫米<br/>
</div>
<div>大約 吊耳寬度：20mm</div>
</div>",規格：東方Deneb TriStar系列＃RA-AB0E08L19B不銹鋼錶殼和錶帶藍色圓形錶盤30m防水動力儲存約40小時日期和日期顯示自動機芯機芯F4902礦物水晶折疊式表扣大約 錶殼直徑：39mm（無表冠）大約 錶殼的厚度：11.2毫米大約 吊耳寬度：20mm,"HK$1,980.00",HK$990.00,https://www.citiwide-online.com/products/5f83f0fb36f065000197fa7c,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fd4a49e50001514a05/2000x.jpg,1
Orient TriStar 自動機械手錶 RA-AB0E08L19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f1014a49e50001514a0d/2000x.jpg,2
Orient TriStar 自動機械手錶 RA-AB0E08L19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f1094a49e50001514a16/2000x.jpg,3
Orient 石英計時碼表 FTW03002W0,Orient 石英計時碼表 FTW03002W0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌名稱 ORIENT 東方雙獅 <br/></p>
<div>型號 FTW03002W0<br/>
</div>
<div>配件號 FTW03002W0<br/>
</div>
<div>款式上市時間 2017<br/>
</div>
<div>錶盤形狀 Round<br/>
</div>
<div>錶鏡材質﻿ Mineral<br/>
</div>
<div>顯示方式 Chronograph<br/>
</div>
<div>搭扣類型 Invisible clasp<br/>
</div>
<div>錶盤材質 Stainless Steel<br/>
</div>
<div>錶盤直徑﻿ 47 毫米<br/>
</div>
<div>錶盤厚度 12 毫米<br/>
</div>
<div>錶帶材質﻿ Stainless Steel<br/>
</div>
<div>錶帶寬度﻿ 22 毫米<br/>
</div>
<div>錶帶顏色 Grey<br/>
</div>
<div>錶盤顏色 Grey<br/>
</div>
<div>日曆類型 Date<br/>
</div>
<div>重量 178 克<br/>
</div>
<div>動力類型﻿ Quartz<br/>
</div>
<div>抗水壓力 10 bars<br/>
</div>
<div>防水深度﻿ 100 米<br/>
</div>
</div>",品牌名稱 ORIENT 東方雙獅型號 FTW03002W0配件號 FTW03002W0款式上市時間 2017錶盤形狀 Round錶鏡材質﻿ Mineral顯示方式 Chronograph搭扣類型 Invisible clasp錶盤材質 Stainless Steel錶盤直徑﻿ 47 毫米錶盤厚度 12 毫米錶帶材質﻿ Stainless Steel錶帶寬度﻿ 22 毫米錶帶顏色 Grey錶盤顏色 Grey日曆類型 Date重量 178 克動力類型﻿ Quartz抗水壓力 10 bars防水深度﻿ 100 米,"HK$2,550.00","HK$1,090.00",https://www.citiwide-online.com/products/5ec3968807ec313f9f603f5a,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3968407ec313f9f603f58/2000x.jpg,1
Orient 石英計時碼表 FTW03002W0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3968707ec313f9f603f59/2000x.jpg,2
Orient 潛水自動機械手錶 FAA02004B9,Orient 潛水自動機械手錶 FAA02004B9,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼 <br/></p>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6922<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>黑色錶盤<br/>
</div>
<div>單向旋轉表圈<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>旋緊表冠<br/>
</div>
<div>用按鈕折疊式表扣<br/>
</div>
<div>200M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：41.5毫米<br/>
</div>
<div>近似錶殼厚度：13mm<br/>
</div>
</div>",不銹鋼錶殼不銹鋼手鍊自動機芯口徑：F6922礦物水晶黑色錶盤單向旋轉表圈發光的手和標記日期和日期顯示旋緊表冠用按鈕折疊式表扣200M防水近似錶殼直徑：41.5毫米近似錶殼厚度：13mm,"HK$1,998.00","HK$1,320.00",https://www.citiwide-online.com/products/5f06ee3207ec3130a72f9868,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee2c07ec3130a72f9865/2000x.jpg,1
Orient 潛水自動機械手錶 FAA02004B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee2f07ec3130a72f9866/2000x.jpg,2
Orient 潛水自動機械手錶 FAA02004B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee3207ec3130a72f9867/2000x.jpg,3
Orient 自動機械潛水手錶 RA-AC0K02E10B,Orient 自動機械潛水手錶 RA-AC0K02E10B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>規格<br/></p>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼直徑：43.4毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼厚度：12.8 毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶寬度：22毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>水晶：藍寶石玻璃<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶盤：高精度不銹鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>機芯：日本機械機芯Cal. F6722<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶：鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>防水性：20ATM<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>保修期：1年<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>包裝：原廠錶盒</div>
</div>",規格錶殼直徑：43.4毫米錶殼厚度：12.8 毫米錶帶寬度：22毫米水晶：藍寶石玻璃錶盤：高精度不銹鋼機芯：日本機械機芯Cal. F6722錶帶：鋼防水性：20ATM保修期：1年包裝：原廠錶盒,"HK$4,598.00","HK$2,490.00",https://www.citiwide-online.com/products/5fa8d6c34ab0420001745baa,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c60ce05400016575b1/2000x.jpg,1
